anchor,Nret_baseline,dense_factor,Nret_after_dense_factor,eta_spatial,eta_spectral,eta_temporal,eta_polarization,eta_overlap,chi_mode_total,N_mode,sub_unity_mode,note
532nm_30MPa_constrained,1.3,1.0,1.3,0.001,0.3,1.0,0.5,0.8,0.00011999999999999999,0.000156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.001,0.3,0.3,0.5,0.8,3.6e-05,4.6800000000000006e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.001,0.3,0.1,0.5,0.8,1.2e-05,1.56e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.001,0.1,1.0,0.5,0.8,4e-05,5.2000000000000004e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.001,0.1,0.3,0.5,0.8,1.2e-05,1.56e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.001,0.1,0.1,0.5,0.8,4.000000000000001e-06,5.200000000000001e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.0001,1.0,1.0,0.5,0.8,4e-05,5.2000000000000004e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.0001,1.0,0.3,0.5,0.8,1.2e-05,1.56e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.0001,1.0,0.1,0.5,0.8,4.000000000000001e-06,5.200000000000001e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.0001,0.3,1.0,0.5,0.8,1.2e-05,1.56e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.0001,0.3,0.3,0.5,0.8,3.6000000000000003e-06,4.68e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.0001,0.3,0.1,0.5,0.8,1.2000000000000002e-06,1.5600000000000003e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.0001,0.1,1.0,0.5,0.8,4.000000000000001e-06,5.200000000000001e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.0001,0.1,0.3,0.5,0.8,1.2000000000000002e-06,1.5600000000000003e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,1.0,1.3,0.0001,0.1,0.1,0.5,0.8,4.000000000000001e-07,5.200000000000001e-07,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,1.0,1.0,1.0,0.5,0.8,0.4,1.5600000000000003,False,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,1.0,1.0,0.3,0.5,0.8,0.12,0.468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,1.0,1.0,0.1,0.5,0.8,0.04000000000000001,0.15600000000000006,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,1.0,0.3,1.0,0.5,0.8,0.12,0.468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,1.0,0.3,0.3,0.5,0.8,0.036,0.1404,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,1.0,0.3,0.1,0.5,0.8,0.012,0.04680000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,1.0,0.1,1.0,0.5,0.8,0.04000000000000001,0.15600000000000006,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,1.0,0.1,0.3,0.5,0.8,0.012,0.04680000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,1.0,0.1,0.1,0.5,0.8,0.004000000000000001,0.015600000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.1,1.0,1.0,0.5,0.8,0.04000000000000001,0.15600000000000006,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.1,1.0,0.3,0.5,0.8,0.012,0.04680000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.1,1.0,0.1,0.5,0.8,0.004000000000000001,0.015600000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.1,0.3,1.0,0.5,0.8,0.012,0.04680000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.1,0.3,0.3,0.5,0.8,0.0036,0.01404,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.1,0.3,0.1,0.5,0.8,0.0012000000000000001,0.004680000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.1,0.1,1.0,0.5,0.8,0.004000000000000001,0.015600000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.1,0.1,0.3,0.5,0.8,0.0012000000000000003,0.004680000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.1,0.1,0.1,0.5,0.8,0.00040000000000000013,0.0015600000000000006,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.01,1.0,1.0,0.5,0.8,0.004,0.015600000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.01,1.0,0.3,0.5,0.8,0.0012000000000000001,0.004680000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.01,1.0,0.1,0.5,0.8,0.0004,0.0015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.01,0.3,1.0,0.5,0.8,0.0012000000000000001,0.004680000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.01,0.3,0.3,0.5,0.8,0.00036,0.0014040000000000003,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.01,0.3,0.1,0.5,0.8,0.00012000000000000002,0.0004680000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.01,0.1,1.0,0.5,0.8,0.0004,0.0015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.01,0.1,0.3,0.5,0.8,0.00011999999999999999,0.000468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.01,0.1,0.1,0.5,0.8,4e-05,0.00015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.001,1.0,1.0,0.5,0.8,0.0004,0.0015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.001,1.0,0.3,0.5,0.8,0.00011999999999999999,0.000468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.001,1.0,0.1,0.5,0.8,4e-05,0.00015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.001,0.3,1.0,0.5,0.8,0.00011999999999999999,0.000468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.001,0.3,0.3,0.5,0.8,3.6e-05,0.00014040000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.001,0.3,0.1,0.5,0.8,1.2e-05,4.6800000000000006e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.001,0.1,1.0,0.5,0.8,4e-05,0.00015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.001,0.1,0.3,0.5,0.8,1.2e-05,4.6800000000000006e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.001,0.1,0.1,0.5,0.8,4.000000000000001e-06,1.5600000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.0001,1.0,1.0,0.5,0.8,4e-05,0.00015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.0001,1.0,0.3,0.5,0.8,1.2e-05,4.6800000000000006e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.0001,1.0,0.1,0.5,0.8,4.000000000000001e-06,1.5600000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.0001,0.3,1.0,0.5,0.8,1.2e-05,4.6800000000000006e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.0001,0.3,0.3,0.5,0.8,3.6000000000000003e-06,1.4040000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.0001,0.3,0.1,0.5,0.8,1.2000000000000002e-06,4.680000000000001e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.0001,0.1,1.0,0.5,0.8,4.000000000000001e-06,1.5600000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.0001,0.1,0.3,0.5,0.8,1.2000000000000002e-06,4.680000000000001e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,3.0,3.9000000000000004,0.0001,0.1,0.1,0.5,0.8,4.000000000000001e-07,1.5600000000000005e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,1.0,1.0,1.0,0.5,0.8,0.4,5.2,False,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,1.0,1.0,0.3,0.5,0.8,0.12,1.56,False,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,1.0,1.0,0.1,0.5,0.8,0.04000000000000001,0.5200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,1.0,0.3,1.0,0.5,0.8,0.12,1.56,False,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,1.0,0.3,0.3,0.5,0.8,0.036,0.46799999999999997,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,1.0,0.3,0.1,0.5,0.8,0.012,0.156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,1.0,0.1,1.0,0.5,0.8,0.04000000000000001,0.5200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,1.0,0.1,0.3,0.5,0.8,0.012,0.156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,1.0,0.1,0.1,0.5,0.8,0.004000000000000001,0.05200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.1,1.0,1.0,0.5,0.8,0.04000000000000001,0.5200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.1,1.0,0.3,0.5,0.8,0.012,0.156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.1,1.0,0.1,0.5,0.8,0.004000000000000001,0.05200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.1,0.3,1.0,0.5,0.8,0.012,0.156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.1,0.3,0.3,0.5,0.8,0.0036,0.0468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.1,0.3,0.1,0.5,0.8,0.0012000000000000001,0.015600000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.1,0.1,1.0,0.5,0.8,0.004000000000000001,0.05200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.1,0.1,0.3,0.5,0.8,0.0012000000000000003,0.015600000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.1,0.1,0.1,0.5,0.8,0.00040000000000000013,0.0052000000000000015,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.01,1.0,1.0,0.5,0.8,0.004,0.052000000000000005,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.01,1.0,0.3,0.5,0.8,0.0012000000000000001,0.015600000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.01,1.0,0.1,0.5,0.8,0.0004,0.005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.01,0.3,1.0,0.5,0.8,0.0012000000000000001,0.015600000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.01,0.3,0.3,0.5,0.8,0.00036,0.00468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.01,0.3,0.1,0.5,0.8,0.00012000000000000002,0.0015600000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.01,0.1,1.0,0.5,0.8,0.0004,0.005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.01,0.1,0.3,0.5,0.8,0.00011999999999999999,0.0015599999999999998,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.01,0.1,0.1,0.5,0.8,4e-05,0.0005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.001,1.0,1.0,0.5,0.8,0.0004,0.005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.001,1.0,0.3,0.5,0.8,0.00011999999999999999,0.0015599999999999998,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.001,1.0,0.1,0.5,0.8,4e-05,0.0005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.001,0.3,1.0,0.5,0.8,0.00011999999999999999,0.0015599999999999998,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.001,0.3,0.3,0.5,0.8,3.6e-05,0.000468,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.001,0.3,0.1,0.5,0.8,1.2e-05,0.000156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.001,0.1,1.0,0.5,0.8,4e-05,0.0005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.001,0.1,0.3,0.5,0.8,1.2e-05,0.000156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.001,0.1,0.1,0.5,0.8,4.000000000000001e-06,5.200000000000001e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.0001,1.0,1.0,0.5,0.8,4e-05,0.0005200000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.0001,1.0,0.3,0.5,0.8,1.2e-05,0.000156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.0001,1.0,0.1,0.5,0.8,4.000000000000001e-06,5.200000000000001e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.0001,0.3,1.0,0.5,0.8,1.2e-05,0.000156,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.0001,0.3,0.3,0.5,0.8,3.6000000000000003e-06,4.6800000000000006e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.0001,0.3,0.1,0.5,0.8,1.2000000000000002e-06,1.5600000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.0001,0.1,1.0,0.5,0.8,4.000000000000001e-06,5.200000000000001e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.0001,0.1,0.3,0.5,0.8,1.2000000000000002e-06,1.5600000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
532nm_30MPa_constrained,1.3,10.0,13.0,0.0001,0.1,0.1,0.5,0.8,4.000000000000001e-07,5.200000000000001e-06,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,1.0,1.0,1.0,0.5,0.8,0.4,0.0065200000000000015,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,1.0,1.0,0.3,0.5,0.8,0.12,0.0019560000000000003,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,1.0,1.0,0.1,0.5,0.8,0.04000000000000001,0.0006520000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,1.0,0.3,1.0,0.5,0.8,0.12,0.0019560000000000003,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,1.0,0.3,0.3,0.5,0.8,0.036,0.0005868000000000001,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,1.0,0.3,0.1,0.5,0.8,0.012,0.00019560000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,1.0,0.1,1.0,0.5,0.8,0.04000000000000001,0.0006520000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,1.0,0.1,0.3,0.5,0.8,0.012,0.00019560000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,1.0,0.1,0.1,0.5,0.8,0.004000000000000001,6.520000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,0.1,1.0,1.0,0.5,0.8,0.04000000000000001,0.0006520000000000002,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,0.1,1.0,0.3,0.5,0.8,0.012,0.00019560000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,0.1,1.0,0.1,0.5,0.8,0.004000000000000001,6.520000000000003e-05,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
1064nm_30MPa_constrained,0.163,0.1,0.016300000000000002,0.1,0.3,1.0,0.5,0.8,0.012,0.00019560000000000004,True,N_mode is the single-mode occupancy upper anchor; high-NS plots are target-channel topology unless an added accumulation/cavity model is specified.
